M_H,T_eff,log_g,z,Y,i,r
20,25000,g20,4162242612008544.5,3164452964993149.0,7508712802013145.0,1.591560816250757e+16
20,25000,g25,3937117224419734.0,2982990247310321.0,6778139625334590.0,1.3709143738181764e+16
20,25000,g30,4706499547702734.0,3534082440320604.5,8393472735649158.0,1.7601665241204888e+16
20,25000,g35,4525418928040115.0,3407727649719514.0,7938662488864267.0,1.6331212768731316e+16
20,25000,g40,4660475688306780.0,3499469215701264.0,8260488661763471.0,1.7189384849288818e+16
20,25000,g45,4443236432429837.5,3347738691945292.0,7938013771654262.0,1.6749249484619206e+16
20,25000,g50,0.0,0.0,0.0,0.0
20,25000,g55,0.0,0.0,0.0,0.0
20,2600,g00,17619192977970.21,19675470032477.258,11042737678823.654,2278845708319.4746
20,2600,g05,15693919383248.55,18616951796036.094,8765563667154.024,1049762205938.0466
20,2600,g10,25573980326042.176,24693273858729.31,17087732384132.684,2647549523414.103
20,2600,g15,19276263805975.844,21044163969711.22,12783042218732.832,2940082150743.896
20,2600,g20,20998549375892.92,22237079276983.16,14210239805932.045,2861321530018.6963
20,2600,g25,18381601596538.082,20184918255439.863,11946019561443.719,2680601135333.53
20,2600,g30,27073697201271.18,25370501352322.266,17831806053276.96,2564456381318.623
20,2600,g35,24801548590876.273,24613824405536.055,16603111704202.088,2844517326711.212
20,2600,g40,19963130631189.406,21416667600012.117,13184890951285.566,3050163970845.377
20,2600,g45,16342453407858.945,18475635291518.523,9944966519886.963,1936762606223.1616
20,2600,g50,16244461311655.197,18791563628500.61,9592654320467.922,1447165694717.583
20,2600,g55,22100548989142.586,22890438433776.04,14699659925310.225,2589800629863.2017
20,26000,g00,0.0,0.0,0.0,0.0
20,26000,g05,0.0,0.0,0.0,0.0
20,26000,g10,0.0,0.0,0.0,0.0
20,26000,g15,0.0,0.0,0.0,0.0
20,26000,g20,4435591461728442.0,3362178167709289.0,8043759150561597.0,1.7115577340553072e+16
20,26000,g25,4929030106228602.0,3711784672307015.5,8662849774509295.0,1.7825793416423676e+16
20,26000,g30,5068037658162436.0,3798202273140213.0,9086267558060150.0,1.9117084069269732e+16
20,26000,g35,4555372908106455.0,3438698257714505.0,8217665334337853.0,1.7468123942014822e+16
20,26000,g40,5075988424441389.0,3807786873778341.5,9030276433900460.0,1.8815494691987264e+16
20,26000,g45,4752380393076605.0,3572539885089688.0,8538209348271045.0,1.8074047827347264e+16
20,26000,g50,0.0,0.0,0.0,0.0
20,26000,g55,0.0,0.0,0.0,0.0
20,2700,g00,25408681797928.04,26003424712622.984,18325125059810.02,4528875640098.742
20,2700,g05,22419512582279.86,24001640439466.074,16163334720249.746,4895020616568.454
20,2700,g10,27400923394334.594,27071435625684.836,20104855284198.414,4416806003784.646
20,2700,g15,30581864572851.176,28682613157946.883,21612399991412.18,3856411159556.844
20,2700,g20,21532887302105.12,23118285817879.977,15254270750459.584,4391685600057.992
20,2700,g25,18235344455713.996,20919175431734.996,10844758800540.75,1584019943355.5984
20,2700,g30,24792401791642.605,25913906831783.57,17759891183659.332,5122602585472.339
20,2700,g35,20706090825839.508,22415050008780.574,13997928421365.049,3747816052074.8936
20,2700,g40,28875626076838.53,27708501525164.777,21008296278500.86,4081777924938.3022
20,2700,g45,19339734756151.15,21221255114024.234,12659362774557.17,3095955576829.0703
20,2700,g50,23170733450140.38,24332482917358.156,16673275231728.303,5057359953361.404
20,2700,g55,18973613897680.156,21342993249425.8,11779295733903.986,2255483220975.924
20,27000,g00,0.0,0.0,0.0,0.0
20,27000,g05,0.0,0.0,0.0,0.0
20,27000,g10,0.0,0.0,0.0,0.0
20,27000,g15,0.0,0.0,0.0,0.0
20,27000,g20,4889611751705312.0,3680185859184070.5,8865627315820966.0,1.887815970804015e+16
20,27000,g25,5440480261966140.0,4070972183159952.5,9797620389167550.0,2.0664017524368612e+16
20,27000,g30,5063689801044283.0,3798694012542603.0,9138864146012244.0,1.9372830273155892e+16
20,27000,g35,4721694820955863.0,3567522338986627.0,8599606793877258.0,1.8340745696292916e+16
20,27000,g40,5416033458974281.0,4059391207730539.0,9667105446467036.0,2.01783651987748e+16
20,27000,g45,5171342870417379.0,3893284338264739.5,9106561795448442.0,1.8753447765285612e+16
20,27000,g50,0.0,0.0,0.0,0.0
20,27000,g55,0.0,0.0,0.0,0.0
20,2800,g00,26782120027410.59,27641152753302.773,20605521530567.566,7781146719222.919
20,2800,g05,22464851801921.13,24519797350618.824,15057299287020.791,3631507767468.216
20,2800,g10,24949439060833.062,26201830258113.223,18689101541045.2,7028654999518.725
20,2800,g15,32329448842043.633,30980519305874.86,24653217741078.83,6154651570578.264
20,2800,g20,25969984759390.56,27131491854814.055,19729338371820.324,7722394917130.419
20,2800,g25,24006369859834.387,25383121113908.52,17373194027182.756,5835241861721.659
20,2800,g30,34285905835613.67,32233780313473.44,25882569124879.9,5776562768805.368
20,2800,g35,22358181685713.38,23962193098211.977,15582819808418.604,4617941924637.513
20,2800,g40,19430641622546.99,21744155204553.246,12345407232027.104,2339741491140.587
20,2800,g45,28786850448354.46,29026088951465.2,22044545921742.03,7143275503594.457
20,2800,g50,30824537721642.668,30343593395430.996,23620054962724.836,6898359511081.375
20,2800,g55,28008804846406.74,28822813970476.52,21589563569397.426,7757549709490.228
20,28000,g00,0.0,0.0,0.0,0.0
20,28000,g05,0.0,0.0,0.0,0.0
20,28000,g10,0.0,0.0,0.0,0.0
20,28000,g15,0.0,0.0,0.0,0.0
20,28000,g20,5718148336961846.0,4280431826328773.0,1.0243198263384232e+16,2.145540046491088e+16
20,28000,g25,5190535447246853.0,3897665130281807.0,9452044592888044.0,2.0186658694280604e+16
20,28000,g30,5407922829478954.0,4068605869960901.0,9548503014668536.0,1.9692773372484244e+16
20,28000,g35,5410577927957368.0,4050914734431565.5,9809258123039324.0,2.084818092886002e+16
20,28000,g40,5034663812232061.0,3794226426755890.0,9212296181429988.0,1.9709501458971144e+16
20,28000,g45,5773923524309687.0,4313056185739752.0,1.0445478301118012e+16,2.2132953892541096e+16
20,28000,g50,0.0,0.0,0.0,0.0
20,28000,g55,0.0,0.0,0.0,0.0
20,2900,g00,25828945887513.723,27152165794213.125,19033241494282.72,6702107234494.216
20,2900,g05,34364112585203.96,33842764170838.35,27770972551722.2,9755381676462.113
20,2900,g10,20676647753922.35,22533593693323.277,13699521344964.367,3390850110992.9995
20,2900,g15,29592908691270.77,30592231170482.74,22936092621656.55,9380464616792.795
20,2900,g20,30446965174761.793,30943077878142.727,24951994743455.96,11269547665714.7
20,2900,g25,38098276942015.0,35910052568010.1,30552554072871.477,8392903348902.562
20,2900,g30,29852643726151.824,30600253457347.195,23745427818638.875,11024333773417.984
20,2900,g35,31676476705270.6,32179689085600.8,25576449048484.727,11654321628017.383
20,2900,g40,32518645903857.0,32452249331631.76,26922249376984.094,10740660933248.172
20,2900,g45,36004863304516.516,34451824342358.42,29346411253818.914,9433200151910.42
20,2900,g50,28674637438433.254,29560855957292.44,23073178708427.94,10160618731633.32
20,2900,g55,24925804420659.16,26622255334339.7,17626452666626.805,5230254428246.693
20,29000,g00,0.0,0.0,0.0,0.0
20,29000,g05,0.0,0.0,0.0,0.0
20,29000,g10,0.0,0.0,0.0,0.0
20,29000,g15,0.0,0.0,0.0,0.0
20,29000,g20,6151812963320294.0,4590107974976379.0,1.1164579262816224e+16,2.3690463319228e+16
20,29000,g25,6026957715293637.0,4509292792969743.0,1.0821116009801762e+16,2.2685258787164696e+16
20,29000,g30,5620783495917677.0,4228461101335156.0,9941050766644728.0,2.0500864090560852e+16
20,29000,g35,5368993393789916.0,4034537778284064.0,9879462560268436.0,2.127017162430091e+16
20,29000,g40,5749925053794820.0,4296139953169623.0,1.047683604550235e+16,2.2381552035710676e+16
20,29000,g45,5571486599667048.0,4172858911778542.0,1.0206818941412626e+16,2.1924893700991424e+16
20,29000,g50,0.0,0.0,0.0,0.0
20,29000,g55,0.0,0.0,0.0,0.0
20,3000,g00,0.0,0.0,0.0,0.0
20,3000,g05,0.0,0.0,0.0,0.0
20,3000,g10,36799194814083.85,36267984121405.125,31575667267636.105,15171315214644.908
20,3000,g15,32866902821483.38,33324385442317.902,27458191421839.633,13835946875931.807
20,3000,g20,34740505801288.133,34919765694889.734,29988597016597.707,15546206950469.107
20,3000,g25,30776771872006.54,31792043971890.625,24275921404920.438,10171231880291.223
20,3000,g30,41485753292345.24,39275103962003.305,34930819226240.6,11345678064365.977
20,3000,g35,40064914043163.65,38334435783425.46,34284960631527.965,13082826934184.342
20,3000,g40,35817549376758.49,36003060249629.11,30607677847945.27,15723015305113.416
20,3000,g45,33752513536900.145,34368028530612.09,27743193653665.473,13922347391390.16
20,3000,g50,38315155018963.13,37308970564083.57,33094428171048.44,14531955232990.594
20,3000,g55,34354977184720.133,34774726711784.777,28875367679647.125,15524239718438.309
20,30000,g00,0.0,0.0,0.0,0.0
20,30000,g05,0.0,0.0,0.0,0.0
20,30000,g10,0.0,0.0,0.0,0.0
20,30000,g15,0.0,0.0,0.0,0.0
20,30000,g20,6518131176062665.0,4858611609948428.0,1.1862023208471906e+16,2.520336785300297e+16
20,30000,g25,6106466266640737.0,4555234701341737.0,1.116551857737549e+16,2.3897430772412252e+16
20,30000,g30,5806793924250000.0,4367469222556490.5,1.0285708929932304e+16,2.121439070166556e+16
20,30000,g35,5709648697914236.0,4279395342909246.0,1.0544611119167616e+16,2.276502564123574e+16
20,30000,g40,5888685192742761.0,4401779003774399.5,1.0824509939124582e+16,2.3305190706524188e+16
20,30000,g45,6329212545658415.0,4733343824932687.0,1.1388303937258052e+16,2.3888058075424916e+16
20,30000,g50,0.0,0.0,0.0,0.0
20,30000,g55,0.0,0.0,0.0,0.0
20,3100,g00,0.0,0.0,0.0,0.0
20,3100,g05,0.0,0.0,0.0,0.0
20,3100,g10,40247017328708.41,39940767476218.71,36258467951284.94,20994327431502.113
20,3100,g15,38052342336749.12,38219168870756.2,33252132040386.01,19744970660537.87
20,3100,g20,37017188882429.69,37241919311907.914,31862210564690.367,17902285854390.84
20,3100,g25,39966831038373.445,39778713473074.38,35906024190960.67,21554319547961.848
20,3100,g30,41454432205112.28,40973268041259.64,37370047157639.21,21184360029457.08
20,3100,g35,33554663197612.363,34284182383589.07,27767464651730.42,13474507526423.46
20,3100,g40,44546184996234.54,42919947984014.81,39920454069633.37,18477131133105.645
20,3100,g45,46772196911887.74,44439068575391.85,41465633118869.33,16716590492073.885
20,3100,g50,42927896685511.0,41779391615207.86,38670807451140.37,20315706237394.777
20,3100,g55,38732406046301.78,38817673173588.38,34367564844863.51,20513994701537.547
20,31000,g00,0.0,0.0,0.0,0.0
20,31000,g05,0.0,0.0,0.0,0.0
20,31000,g10,0.0,0.0,0.0,0.0
20,31000,g15,0.0,0.0,0.0,0.0
20,31000,g20,0.0,0.0,0.0,0.0
20,31000,g25,6115206579738097.0,4572214555048264.0,1.13559151683611e+16,2.4640349495484772e+16
20,31000,g30,6875938334460034.0,5119962949031455.0,1.2549629450929796e+16,2.6713328764658164e+16
20,31000,g35,6328814396270152.0,4719658061289489.0,1.1691321754510844e+16,2.5281616387984164e+16
20,31000,g40,6495348902578066.0,4836764215153839.0,1.1927429727928212e+16,2.562447510381065e+16
20,31000,g45,6626836199399337.0,4953415681143020.0,1.1950839799802434e+16,2.508118624580898e+16
20,31000,g50,0.0,0.0,0.0,0.0
20,31000,g55,0.0,0.0,0.0,0.0
20,3200,g00,0.0,0.0,0.0,0.0
20,3200,g05,0.0,0.0,0.0,0.0
20,3200,g10,46948572167554.21,46061053354424.65,43884236278163.625,27764830268453.19
20,3200,g15,43667731284482.11,43234131351971.445,39928362420935.66,26403939956057.293
20,3200,g20,45002353964699.63,44477951350698.56,41537128365211.836,27622513174091.766
20,3200,g25,48072222458665.94,46787086937487.12,44790582545751.68,26491027495450.062
20,3200,g30,49699144467282.69,47917552581103.83,46191420836075.2,24969927760597.016
20,3200,g35,51789513165198.41,49356817735816.164,47828348614191.29,22611506025756.77
20,3200,g40,42445249039778.14,42184508912485.59,38454793207697.805,25161826010956.066
20,3200,g45,45388117774319.055,44890265168683.22,42146502669523.84,27301055438865.25
20,3200,g50,40660324010223.55,40478268638506.33,36490251644534.79,22760311447715.164
20,3200,g55,36592687799173.34,36790916158726.484,31428153239505.89,17795114421243.977
20,32000,g00,0.0,0.0,0.0,0.0
20,32000,g05,0.0,0.0,0.0,0.0
20,32000,g10,0.0,0.0,0.0,0.0
20,32000,g15,0.0,0.0,0.0,0.0
20,32000,g20,0.0,0.0,0.0,0.0
20,32000,g25,6644890436419449.0,4947646509700128.0,1.2311368749269886e+16,2.6666531058320704e+16
20,32000,g30,6455260387804868.0,4816305181003990.0,1.2021434727010524e+16,2.613625955227633e+16
20,32000,g35,7219878856588236.0,5372902359247046.0,1.3202481170615212e+16,2.8104478046979956e+16
20,32000,g40,6877959238446126.0,5139948253488754.0,1.2422018218949844e+16,2.606207698113757e+16
20,32000,g45,6840632814915228.0,5087691674298812.0,1.2593916830308852e+16,2.7092387522334484e+16
20,32000,g50,0.0,0.0,0.0,0.0
20,32000,g55,0.0,0.0,0.0,0.0
20,3300,g00,0.0,0.0,0.0,0.0
20,3300,g05,0.0,0.0,0.0,0.0
20,3300,g10,50375553076427.71,49282975432242.195,47985649391028.07,34752050427150.91
20,3300,g15,52286618873043.266,51033679446836.56,49956828866560.31,34565113564474.816
20,3300,g20,51142329416449.87,50007815019196.89,48835326901792.72,34509379897365.78
20,3300,g25,40131339161098.6,39997626080848.73,35724507507681.17,22659466248579.13
20,3300,g30,48749863234099.6,47876731442393.65,45927693419437.67,33229012557692.95
20,3300,g35,44481073530541.766,43996002035058.484,41134369761601.414,28239964928031.51
20,3300,g40,47063283254841.68,46351210646644.1,44013124608844.766,31661828167475.676
20,3300,g45,57388405613845.7,54687417678200.336,54793380728833.08,30319548622400.21
20,3300,g50,55286120157728.95,53229879851606.73,53121728336689.016,32624411343170.535
20,3300,g55,53646258202642.39,52011964511649.164,51662788066829.93,33959304791436.902
20,33000,g00,0.0,0.0,0.0,0.0
20,33000,g05,0.0,0.0,0.0,0.0
20,33000,g10,0.0,0.0,0.0,0.0
20,33000,g15,0.0,0.0,0.0,0.0
20,33000,g20,0.0,0.0,0.0,0.0
20,33000,g25,6965102384755869.0,5183190472280433.0,1.3005549833842746e+16,2.829270379169809e+16
20,33000,g30,7167385758222051.0,5326087566553537.0,1.331469020143472e+16,2.8841153348155644e+16
20,33000,g35,7552965960635403.0,5618664808007172.0,1.38308756241398e+16,2.9423414727787836e+16
20,33000,g40,7309471865979022.0,5429971096230344.0,1.3488014310157718e+16,2.9015003717863324e+16
20,33000,g45,7135276435450365.0,5331902535847405.0,1.2899139906252038e+16,2.704482183819693e+16
20,33000,g50,0.0,0.0,0.0,0.0
20,33000,g55,0.0,0.0,0.0,0.0
20,3400,g00,0.0,0.0,0.0,0.0
20,3400,g05,0.0,0.0,0.0,0.0
20,3400,g10,48493531447948.37,47626280678475.72,46231992529086.97,34616231852844.9
20,3400,g15,43888797567803.984,43316675870342.695,40910095048276.44,29537703481389.508
20,3400,g20,61584012020665.07,59119004133290.02,60871089479709.0,41464223583099.016
20,3400,g25,51817007938672.15,50694595729275.24,49892339735059.0,38542724891540.07
20,3400,g30,59925652593498.36,57827833707598.18,59134503789833.984,42365461875389.82
20,3400,g35,56024136122862.52,54448981333414.67,54631953128471.06,42631464108432.016
20,3400,g40,63640148784412.29,60547538666739.56,62552163809140.83,39289153186463.49
20,3400,g45,57335158543386.93,55605662489662.586,56195546040829.945,42981823591901.78
20,3400,g50,58680742034631.875,56879491176861.945,57887011118504.99,43425246739259.35
20,3400,g55,54007060603137.53,52687294465196.82,52525598814882.28,40745432839524.29
20,34000,g00,0.0,0.0,0.0,0.0
20,34000,g05,0.0,0.0,0.0,0.0
20,34000,g10,0.0,0.0,0.0,0.0
20,34000,g15,0.0,0.0,0.0,0.0
20,34000,g20,0.0,0.0,0.0,0.0
20,34000,g25,7832957374523094.0,5824511484101366.0,1.436277345907798e+16,3.055122892220406e+16
20,34000,g30,7484447771803503.0,5555274160490663.0,1.3930304406463788e+16,3.021613177617705e+16
20,34000,g35,7299890145848075.0,5424237090485092.0,1.3660502257934826e+16,2.976632247049358e+16
20,34000,g40,7370703588639935.0,5507043195456602.0,1.333538520270749e+16,2.795491133677753e+16
20,34000,g45,7634253634659438.0,5666157677064794.0,1.4114296987732498e+16,3.0386750083307024e+16
20,34000,g50,0.0,0.0,0.0,0.0
20,34000,g55,0.0,0.0,0.0,0.0
20,3500,g00,0.0,0.0,0.0,0.0
20,3500,g05,0.0,0.0,0.0,0.0
20,3500,g10,59607527727066.12,57796968803096.64,59340118971091.81,48421256449694.49
20,3500,g15,53323008167785.266,52063553443636.38,52233280285353.58,42378836438585.984
20,3500,g20,66574584927387.88,63957210887202.62,67151500735945.4,52043797645976.6
20,3500,g25,68461512898588.51,65495123983640.68,69119347500815.53,51873783501840.96
20,3500,g30,47935430123271.984,46938422784925.47,46296146922773.16,36563393404877.37
20,3500,g35,62054950974095.9,59953037560783.13,61838711296870.56,51080039769614.664
20,3500,g40,70377546988630.7,66818456746171.734,71225703098263.73,49464867900894.945
20,3500,g45,65108602192956.586,62703286194442.484,65484544570279.1,52117321830110.734
20,3500,g50,56766247872044.88,55229268526323.99,56141752451894.47,45624450077432.84
20,3500,g55,63905719727770.33,61662159190737.34,64029490879708.945,52047382814296.27
20,35000,g00,0.0,0.0,0.0,0.0
20,35000,g05,0.0,0.0,0.0,0.0
20,35000,g10,0.0,0.0,0.0,0.0
20,35000,g15,0.0,0.0,0.0,0.0
20,35000,g20,0.0,0.0,0.0,0.0
20,35000,g25,8123400899170041.0,6039962329377277.0,1.4902475936378032e+16,3.1662755267170416e+16
20,35000,g30,7602580538183127.0,5680691195985485.0,1.3758936272614882e+16,2.8826864523935084e+16
20,35000,g35,7867913155061774.0,5834814743917051.0,1.4712224179199842e+16,3.194589645206092e+16
20,35000,g40,8108694764845552.0,6015788217234410.0,1.4993830748269004e+16,3.2190303079830024e+16
20,35000,g45,8014912294659423.0,5942796273900181.0,1.4914473548622454e+16,3.224430053057413e+16
20,35000,g50,0.0,0.0,0.0,0.0
20,35000,g55,0.0,0.0,0.0,0.0
20,3600,g00,0.0,0.0,0.0,0.0
20,3600,g05,0.0,0.0,0.0,0.0
20,3600,g10,72660215691647.17,69414473360120.53,74410980728988.98,63265768455727.55
20,3600,g15,59414850611021.984,57534369489990.625,59643112689229.92,51614479982024.25
20,3600,g20,71004896856867.75,67973819112328.86,72562091490598.1,62209283487286.8
20,3600,g25,75858794297854.61,72200075807698.12,78299997712201.02,62832812336881.57
20,3600,g30,77778366975288.47,73660660796800.62,80413036820802.77,61700888167931.36
20,3600,g35,68664741628419.38,65934805999860.5,69858190149534.33,59782192183246.42
20,3600,g40,53405550931194.914,51914905181126.17,52926997693696.56,45332957302510.88
20,3600,g45,62785891029864.12,60648969033652.77,63265837627883.17,54981728285576.336
20,3600,g50,65509902810109.16,63058714694698.98,66559478274948.78,56848266025292.68
20,3600,g55,74023840910831.36,70697735389366.7,76317422333328.06,63293077515183.055
20,36000,g00,0.0,0.0,0.0,0.0
20,36000,g05,0.0,0.0,0.0,0.0
20,36000,g10,0.0,0.0,0.0,0.0
20,36000,g15,0.0,0.0,0.0,0.0
20,36000,g20,0.0,0.0,0.0,0.0
20,36000,g25,8173800940760527.0,6054967233702877.0,1.5307886742838264e+16,3.3284452460735704e+16
20,36000,g30,8311654889353969.0,6155873580215866.0,1.5491554522252696e+16,3.3528500023008784e+16
20,36000,g35,8379119092189836.0,6227766815870003.0,1.5387286627707346e+16,3.2698583589615692e+16
20,36000,g40,7834078428276654.0,5853062558819323.0,1.4184415174823102e+16,2.972140898386944e+16
20,36000,g45,8379965205457604.0,6212774072798286.0,1.5518727681077102e+16,3.334260744032181e+16
20,36000,g50,0.0,0.0,0.0,0.0
20,36000,g55,0.0,0.0,0.0,0.0
20,3700,g00,0.0,0.0,0.0,0.0
20,3700,g05,0.0,0.0,0.0,0.0
20,3700,g10,75653316780493.23,72097948066049.69,78526458724970.48,69963649755770.71
20,3700,g15,70630547917202.3,67700375210071.72,72838407363127.92,66947878955276.86
20,3700,g20,78450865716005.64,74646889284562.88,81921549346400.03,73205744433027.27
20,3700,g25,72144226648856.62,69059835202716.81,74717307525986.67,66776631407751.39
20,3700,g30,59978743830196.62,57928059307387.08,60976457593429.9,55294300237726.78
20,3700,g35,79943461278147.86,75942527547702.42,83592913705427.22,74371153415427.31
20,3700,g40,83737051604554.6,79267152970627.44,87900058011230.45,75600797953351.88
20,3700,g45,65884750760423.84,63423620328831.18,67269777585134.73,61709239576710.03
20,3700,g50,81439991167890.58,77325696430473.92,85481615082792.2,74804278673738.61
20,3700,g55,85779980905328.86,80924019776071.67,90447825776441.98,74978185697449.33
20,37000,g00,0.0,0.0,0.0,0.0
20,37000,g05,0.0,0.0,0.0,0.0
20,37000,g10,0.0,0.0,0.0,0.0
20,37000,g15,0.0,0.0,0.0,0.0
20,37000,g20,0.0,0.0,0.0,0.0
20,37000,g25,8659627592380144.0,6435769666718044.0,1.5906765642517772e+16,3.3777295570448744e+16
20,37000,g30,8073649397871724.0,6033033790415725.0,1.4619633055765212e+16,3.0621099593481424e+16
20,37000,g35,8624209368899046.0,6381485003184822.0,1.6153337841824822e+16,3.505437463579212e+16
20,37000,g40,8712585312951658.0,6449204904249311.0,1.6239154540968358e+16,3.5076062349384936e+16
20,37000,g45,8773067260508557.0,6502085903735684.0,1.6249847537199256e+16,3.484072717977089e+16
20,37000,g50,0.0,0.0,0.0,0.0
20,37000,g55,0.0,0.0,0.0,0.0
20,3800,g00,0.0,0.0,0.0,0.0
20,3800,g05,0.0,0.0,0.0,0.0
20,3800,g10,74177721206747.3,70881950159066.23,77604319042234.17,73100097035575.86
20,3800,g15,90230719340471.62,85072094535332.56,96245066626511.22,88096425023980.77
20,3800,g20,80184705553743.52,76249538221240.81,84506052393074.22,79640044276443.1
20,3800,g25,92344818518858.67,86924055803081.47,98753961438972.5,89308759620232.03
20,3800,g30,94389740226269.84,88648135938662.97,101426969472436.88,90320526546749.9
20,3800,g35,83044640794680.1,78787375536628.56,87522437119533.67,80737815055853.84
20,3800,g40,67813860458479.445,64866784620150.58,70476204982356.86,66520735498433.67
20,3800,g45,86688936123093.08,81948876963105.73,91969749380616.16,85326901275431.23
20,3800,g50,78666328147325.14,74886838166697.16,82778622246583.31,78360031154187.22
20,3800,g55,88681927587551.38,83702823486691.94,94380731174125.47,86857334926476.42
20,38000,g00,0.0,0.0,0.0,0.0
20,38000,g05,0.0,0.0,0.0,0.0
20,38000,g10,0.0,0.0,0.0,0.0
20,38000,g15,0.0,0.0,0.0,0.0
20,38000,g20,0.0,0.0,0.0,0.0
20,38000,g25,8908767582645343.0,6618804700771322.0,1.6376505245965426e+16,3.4787626260847304e+16
20,38000,g30,9019373264462248.0,6680875476687194.0,1.672613501164985e+16,3.588798304322095e+16
20,38000,g35,8980535349465756.0,6642061294230264.0,1.6761432342415428e+16,3.6237259130516536e+16
20,38000,g40,8882869809679686.0,6565780184284438.0,1.6657653506302412e+16,3.619292716634749e+16
20,38000,g45,8305776053283383.0,6205903593273141.0,1.504471731595512e+16,3.1516295791713636e+16
20,38000,g50,0.0,0.0,0.0,0.0
20,38000,g55,0.0,0.0,0.0,0.0
20,3900,g00,0.0,0.0,0.0,0.0
20,3900,g05,0.0,0.0,0.0,0.0
20,3900,g10,87813535591237.44,82950909165077.0,94433089218518.36,92456518575384.0
20,3900,g15,103527789185054.1,96722272930551.5,113072297644585.44,105764369613644.14
20,3900,g20,83408226507271.53,79062530567684.39,89237413613911.19,86851881895928.56
20,3900,g25,89589825414436.03,84610459627205.47,96611581173719.06,94512748743171.75
20,3900,g30,91083084775310.23,85868997483847.67,97870655181574.6,94010006395547.97
20,3900,g35,98731934620869.52,92495675270055.23,107089459675402.62,101530319714700.84
20,3900,g40,101492126398637.97,94914096579978.94,110564353549361.83,104370437639399.42
20,3900,g45,97262567693302.77,91241006151664.1,105263366799919.97,100336933058160.28
20,3900,g50,95408104426280.14,89650190580315.73,103177048262500.56,99281573822718.39
20,3900,g55,76399888680756.03,72548974969261.28,81091792043124.27,78829600715959.48
20,39000,g00,0.0,0.0,0.0,0.0
20,39000,g05,0.0,0.0,0.0,0.0
20,39000,g10,0.0,0.0,0.0,0.0
20,39000,g15,0.0,0.0,0.0,0.0
20,39000,g20,0.0,0.0,0.0,0.0
20,39000,g25,9349473678375128.0,6911026472749389.0,1.7441613640794256e+16,3.762679200321233e+16
20,39000,g30,8548480938385777.0,6388600932245585.0,1.5482692666638048e+16,3.2420481012538172e+16
20,39000,g35,9396619877155254.0,6959566847163130.0,1.7420194883704032e+16,3.729736557863643e+16
20,39000,g40,9290432156433182.0,6861405251736926.0,1.7417106566575926e+16,3.77581873601491e+16
20,39000,g45,9195256126498550.0,6832219755572671.0,1.6902487157492108e+16,3.5876185224515936e+16
20,39000,g50,0.0,0.0,0.0,0.0
20,39000,g55,0.0,0.0,0.0,0.0
20,4000,g00,0.0,0.0,0.0,0.0
20,4000,g05,0.0,0.0,0.0,0.0
20,4000,g10,105294261183683.0,98335562413828.14,115573422686073.61,115369951133200.5
20,4000,g15,91840789206749.8,86560066434667.95,100205841201555.06,100830407028004.72
20,4000,g20,98263387505841.42,92267466294223.8,107671904767859.9,108900449205571.38
20,4000,g25,91912140241506.05,86576737066160.83,99508247524753.39,99444357851954.62
20,4000,g30,100445105880793.12,94169169983175.66,110139022474200.6,110257572321847.44
20,4000,g35,111471314186137.8,103603106716239.14,123222590971577.25,120533282209804.23
20,4000,g40,107417509117427.7,100084910068574.7,118322726304195.9,116793076571821.7
20,4000,g45,113454720351357.34,105278221416258.78,125950244317354.72,122271885804048.39
20,4000,g50,85692153439063.1,80784312101568.66,92750168419019.0,92695940762543.66
20,4000,g55,109021250353616.16,101487284399161.38,120089757425550.66,117841149418807.03
20,40000,g00,0.0,0.0,0.0,0.0
20,40000,g05,0.0,0.0,0.0,0.0
20,40000,g10,0.0,0.0,0.0,0.0
20,40000,g15,0.0,0.0,0.0,0.0
20,40000,g20,0.0,0.0,0.0,0.0
20,40000,g25,9453627542009982.0,7022421294948094.0,1.7388291075708776e+16,3.692316105701816e+16
20,40000,g30,9638223382409304.0,7135373541289665.0,1.7884270270663832e+16,3.831762395622803e+16
20,40000,g35,9518465980047228.0,7024938470370496.0,1.7858467090645394e+16,3.875324456474288e+16
20,40000,g40,9597472559953688.0,7091617990674011.0,1.7926417162336486e+16,3.870742252525183e+16
20,40000,g45,8785039737317565.0,6565163384836519.0,1.591503855660895e+16,3.3329104396731136e+16
20,40000,g50,0.0,0.0,0.0,0.0
20,40000,g55,0.0,0.0,0.0,0.0
20,4100,g00,0.0,0.0,0.0,0.0
20,4100,g05,0.0,0.0,0.0,0.0
20,4100,g10,102721932428296.33,95989877348655.34,113952362172334.05,117169776326204.02
20,4100,g15,108244079138629.92,100919815800831.52,120810092382233.7,125423797975816.39
20,4100,g20,119004676621882.06,110162925206490.19,133104739585393.83,134024545555366.11
20,4100,g25,122171823148369.56,112896075526607.81,137309345152157.78,137901351112140.05
20,4100,g30,95826114634552.19,89646308004073.02,105793245254065.77,108487958984463.17
20,4100,g35,111583156015660.36,103888701770592.73,123994869784197.28,128425095733178.16
20,4100,g40,117293062260046.72,108747302551459.47,131104185865273.38,133011699217627.23
20,4100,g45,106422306964742.52,99349149610811.97,117872354519717.72,122376077468754.36
20,4100,g50,116232396556913.14,107886623710276.6,130052888962465.98,134074230962181.73
20,4100,g55,124145404543330.78,114560098451947.92,139737434475718.23,139820368218338.05
20,41000,g00,0.0,0.0,0.0,0.0
