M_H,T_eff,log_g,z,Y,i,r
20,41000,g05,0.0,0.0,0.0,0.0
20,41000,g10,0.0,0.0,0.0,0.0
20,41000,g15,0.0,0.0,0.0,0.0
20,41000,g20,0.0,0.0,0.0,0.0
20,41000,g25,0.0,0.0,0.0,0.0
20,41000,g30,0.0,0.0,0.0,0.0
20,41000,g35,9887577748640758.0,7301561232522934.0,1.846795096410662e+16,3.985231018480346e+16
20,41000,g40,9952510173026254.0,7366616568029907.0,1.8471139624026436e+16,3.95545099770162e+16
20,41000,g45,9834816764369284.0,7253755269318375.0,1.84535163284856e+16,4.0017654865359496e+16
20,41000,g50,0.0,0.0,0.0,0.0
20,41000,g55,0.0,0.0,0.0,0.0
20,4200,g00,0.0,0.0,0.0,0.0
20,4200,g05,0.0,0.0,0.0,0.0
20,4200,g10,113539782128566.66,105406405543760.02,127614518963254.16,134880509573874.94
20,4200,g15,119037077822719.6,110322511548168.05,134201328291905.38,143576822121028.88
20,4200,g20,133491747300939.58,122616311736396.0,152276977408881.8,157426737157083.53
20,4200,g25,127716929755853.75,117835717980725.05,145170522597057.3,153998884714694.9
20,4200,g30,117132895773720.02,108540915074391.8,132132079297775.11,140798690906421.84
20,4200,g35,128694477899889.52,118619900753533.52,146383339950854.56,153030347602074.0
20,4200,g40,135478248660638.12,124301799030764.47,154761767546470.78,159591111887984.62
20,4200,g45,130610617752982.62,120211508047627.23,148591354402593.06,154090786600582.22
20,4200,g50,122488992534959.92,113372832020532.14,138828197103028.8,147374122373843.25
20,4200,g55,106257471522858.95,98660900516558.9,119610509796906.53,125927262790658.47
20,42000,g00,0.0,0.0,0.0,0.0
20,42000,g05,0.0,0.0,0.0,0.0
20,42000,g10,0.0,0.0,0.0,0.0
20,42000,g15,0.0,0.0,0.0,0.0
20,42000,g20,0.0,0.0,0.0,0.0
20,42000,g25,0.0,0.0,0.0,0.0
20,42000,g30,0.0,0.0,0.0,0.0
20,42000,g35,1.0196345986592092e+16,7544315054726383.0,1.893774085102726e+16,4.057940028112064e+16
20,42000,g40,1.0050025143959634e+16,7409612498422280.0,1.887302744485985e+16,4.095720137752266e+16
20,42000,g45,1.0135337651844848e+16,7481009162644632.0,1.894688980492033e+16,4.0918534486117304e+16
20,42000,g50,0.0,0.0,0.0,0.0
20,42000,g55,0.0,0.0,0.0,0.0
20,4300,g00,0.0,0.0,0.0,0.0
20,4300,g05,0.0,0.0,0.0,0.0
20,4300,g10,141598341474752.25,129546793695623.69,163188617504638.94,173437227516513.88
20,4300,g15,130423352049693.66,120022782731332.02,149796429690805.94,162943989958267.5
20,4300,g20,145387981784938.3,132736915086030.88,168210844327188.94,178454819723086.66
20,4300,g25,116311443600166.88,107382076378487.2,133387461929454.75,143671817971069.22
20,4300,g30,133666134550967.17,122949530182641.78,153902148234038.75,167265686277721.16
20,4300,g35,139043245544626.33,127520776404572.81,160515329967910.34,173930018601030.28
20,4300,g40,139215355878052.36,127631816212216.78,160648716441257.0,172157324484900.16
20,4300,g45,128316449960046.22,118115409971380.28,147449560894718.28,159693004709449.25
20,4300,g50,147366270695034.25,134406656940841.11,170924540776022.94,180428836835567.25
20,4300,g55,124500777971757.67,114699154125158.94,142731804767302.7,154685273199597.8
20,43000,g00,0.0,0.0,0.0,0.0
20,43000,g05,0.0,0.0,0.0,0.0
20,43000,g10,0.0,0.0,0.0,0.0
20,43000,g15,0.0,0.0,0.0,0.0
20,43000,g20,0.0,0.0,0.0,0.0
20,43000,g25,0.0,0.0,0.0,0.0
20,43000,g30,0.0,0.0,0.0,0.0
20,43000,g35,1.0395420480484578e+16,7671145937057844.0,1.944153226221664e+16,4.198622277099478e+16
20,43000,g40,1.0489345981255522e+16,7759404516469833.0,1.9487823966884824e+16,4.175388049538276e+16
20,43000,g45,1.0330645579622896e+16,7612775901033749.0,1.9402443184017636e+16,4.209895769160313e+16
20,43000,g50,0.0,0.0,0.0,0.0
20,43000,g55,0.0,0.0,0.0,0.0
20,4400,g00,0.0,0.0,0.0,0.0
20,4400,g05,0.0,0.0,0.0,0.0
20,4400,g10,136790867142544.06,125220986302993.22,158633086265603.9,175279217534043.12
20,4400,g15,159944713929855.56,145088827641688.12,187812220699416.3,203561989133425.78
20,4400,g20,128028631368692.3,117395654343054.3,148784349105636.7,162380867492916.3
20,4400,g25,145885481336234.3,133397752308655.14,170242973347075.0,189296128682413.22
20,4400,g30,140594134282739.38,128583924003997.45,163152739996178.88,181551811071434.56
20,4400,g35,153946744798310.7,140146687424281.33,180011461906961.1,196381857263589.88
20,4400,g40,142726990808646.5,130563208243213.66,166136424266147.94,184377319345317.3
20,4400,g45,157747979243371.5,143288586770408.12,185018484250975.25,200852795287093.7
20,4400,g50,151048856212935.4,137718172225985.81,176773397191510.06,195930252243640.88
20,4400,g55,151906887521335.1,138449106483061.19,177794376620847.28,195578628779780.22
20,44000,g00,0.0,0.0,0.0,0.0
20,44000,g05,0.0,0.0,0.0,0.0
20,44000,g10,0.0,0.0,0.0,0.0
20,44000,g15,0.0,0.0,0.0,0.0
20,44000,g20,0.0,0.0,0.0,0.0
20,44000,g25,0.0,0.0,0.0,0.0
20,44000,g30,0.0,0.0,0.0,0.0
20,44000,g35,1.054536368422178e+16,7767706449322281.0,1.9818798443314932e+16,4.303144252411075e+16
20,44000,g40,1.0736815980604316e+16,7940080420345173.0,1.995982982537469e+16,4.278945789159554e+16
20,44000,g45,1.0643062722511886e+16,7850236008444716.0,1.9918139073170028e+16,4.305057777230832e+16
20,44000,g50,0.0,0.0,0.0,0.0
20,44000,g55,0.0,0.0,0.0,0.0
20,4500,g00,0.0,0.0,0.0,0.0
20,4500,g05,0.0,0.0,0.0,0.0
20,4500,g10,159947498723869.06,145350425921587.7,188891227671345.44,214079510064408.84
20,4500,g15,154570527503235.8,140531148399000.03,181881957683110.16,206159230142940.2
20,4500,g20,173299885592126.7,156397911039565.94,206374583526240.25,228228690688439.75
20,4500,g25,170877793067580.8,154450119008461.22,203214791145751.2,225873306593361.47
20,4500,g30,141512280683118.7,128846600904013.62,166688781905403.53,186672204716126.5
20,4500,g35,150701432754969.12,137106859293326.78,177703465135642.22,199492463511619.8
20,4500,g40,156839522056719.47,142608735532073.38,185372775307908.4,209683531837052.6
20,4500,g45,167017200569835.34,151249245238255.25,198213327879967.66,220581668787696.47
20,4500,g50,163763800795811.53,148511745200570.12,194120542154502.88,218940569092359.94
20,4500,g55,164542180281366.56,149288758205214.75,195078849863194.53,219533409173732.88
20,45000,g00,0.0,0.0,0.0,0.0
20,45000,g05,0.0,0.0,0.0,0.0
20,45000,g10,0.0,0.0,0.0,0.0
20,45000,g15,0.0,0.0,0.0,0.0
20,45000,g20,0.0,0.0,0.0,0.0
20,45000,g25,0.0,0.0,0.0,0.0
20,45000,g30,0.0,0.0,0.0,0.0
20,45000,g35,1.082706729992295e+16,7971531816395302.0,2.035619370588838e+16,4.4205959874179976e+16
20,45000,g40,1.104091956049156e+16,8163208914712165.0,2.0533378215170732e+16,4.40227646510133e+16
20,45000,g45,1.0918015585992304e+16,8049907823066396.0,2.044270960481419e+16,4.4193327003451544e+16
20,45000,g50,0.0,0.0,0.0,0.0
20,45000,g55,0.0,0.0,0.0,0.0
20,4600,g00,0.0,0.0,0.0,0.0
20,4600,g05,0.0,0.0,0.0,0.0
20,4600,g10,168186711750507.5,152062367676406.4,201569758537749.66,231703850411564.94
20,4600,g15,170698075218145.2,154339525735466.5,205001018498429.97,235247737607460.22
20,4600,g20,154048687506756.25,139474276319653.7,183909352032791.38,209848250374834.9
20,4600,g25,186886451580712.03,167799086777764.78,225334773296275.38,254573396289059.03
20,4600,g30,179185167390430.38,161493927628555.16,215470191365471.34,247124349326545.88
20,4600,g35,177520135925389.53,160090299629136.3,213282133818420.9,245636044007238.16
20,4600,g40,179020458394859.94,161397197849573.72,214780366254468.06,244239318308021.94
20,4600,g45,164098110821364.03,148435976705351.25,196866468073130.75,223639251973097.3
20,4600,g50,184454021016392.8,165903521474165.8,222202372751655.47,251971381437567.75
20,4600,g55,174011540058960.47,157174627246327.9,208582198883875.9,240198265440218.9
20,46000,g00,0.0,0.0,0.0,0.0
20,46000,g05,0.0,0.0,0.0,0.0
20,46000,g10,0.0,0.0,0.0,0.0
20,46000,g15,0.0,0.0,0.0,0.0
20,46000,g20,0.0,0.0,0.0,0.0
20,46000,g25,0.0,0.0,0.0,0.0
20,46000,g30,0.0,0.0,0.0,0.0
20,46000,g35,1.1294211123299298e+16,8348209240837739.0,2.1015668345588764e+16,4.5078797909076936e+16
20,46000,g40,1.104112622573987e+16,8124829827058097.0,2.0769256877719972e+16,4.513230160880415e+16
20,46000,g45,1.116640007195072e+16,8229339273741308.0,2.0922060406543764e+16,4.526085805261648e+16
20,46000,g50,0.0,0.0,0.0,0.0
20,46000,g55,0.0,0.0,0.0,0.0
20,4700,g00,0.0,0.0,0.0,0.0
20,4700,g05,0.0,0.0,0.0,0.0
20,4700,g10,187524266173706.6,168413406292104.38,227523184522993.0,266489088135115.97
20,4700,g15,184188584735303.53,165490196120278.34,223251204921509.03,260913692735867.12
20,4700,g20,181442047498238.97,163027679252439.47,220084870357244.7,256769898033083.6
20,4700,g25,193048485988514.5,173083335921630.1,234684585459012.88,274055286311186.12
20,4700,g30,191346779532583.8,171660210009960.22,232629172367532.28,272150133929280.47
20,4700,g35,201195958436210.66,179728334916272.0,245450935803383.34,282571286946092.6
20,4700,g40,198389506981993.38,177494083767170.94,241681148515971.28,279401307906254.1
20,4700,g45,194792870851340.9,174551532394288.53,236921752332832.47,274966395918061.53
20,4700,g50,165748725998534.84,149147902431514.66,200509652399152.12,232945304481318.7
20,4700,g55,176948169108465.97,159035951754916.84,214909109314874.62,249187098843751.03
20,47000,g00,0.0,0.0,0.0,0.0
20,47000,g05,0.0,0.0,0.0,0.0
20,47000,g10,0.0,0.0,0.0,0.0
20,47000,g15,0.0,0.0,0.0,0.0
20,47000,g20,0.0,0.0,0.0,0.0
20,47000,g25,0.0,0.0,0.0,0.0
20,47000,g30,0.0,0.0,0.0,0.0
20,47000,g35,1.145942168176531e+16,8443857873641020.0,2.147760649026707e+16,4.646199489754935e+16
20,47000,g40,1.1611199081081616e+16,8581115910138725.0,2.161084494138527e+16,4.635170027771773e+16
20,47000,g45,1.1332913417752016e+16,8335889971920701.0,2.132352155083837e+16,4.63381244172693e+16
20,47000,g50,0.0,0.0,0.0,0.0
20,47000,g55,0.0,0.0,0.0,0.0
20,4800,g00,0.0,0.0,0.0,0.0
20,4800,g05,0.0,0.0,0.0,0.0
20,4800,g10,202308448184741.8,180762058187318.3,248356987348065.53,295223677226142.6
20,4800,g15,215865489359106.1,191902406100543.16,266340903561475.53,312276004055085.0
20,4800,g20,190497468908274.12,170429893353026.3,233120232320576.4,275303382739570.28
20,4800,g25,209593372256442.53,186850873208438.75,257852625751496.88,304719354349325.75
20,4800,g30,213083688642893.78,189694316700371.16,262612851437537.6,308749482986168.5
20,4800,g35,207682833309003.7,185307768199289.9,255400517387328.62,302584887220231.1
20,4800,g40,206240567448762.03,184076289627871.3,253405005218187.16,300255049405315.1
20,4800,g45,177698553850842.53,158996210403359.0,217580200485621.44,257227535452898.53
20,4800,g50,198743061022017.6,177617971365363.94,244400130639188.03,290457200493099.25
20,4800,g55,195595115796676.25,174788538875641.94,239659766155864.9,285877399554868.8
20,48000,g00,0.0,0.0,0.0,0.0
20,48000,g05,0.0,0.0,0.0,0.0
20,48000,g10,0.0,0.0,0.0,0.0
20,48000,g15,0.0,0.0,0.0,0.0
20,48000,g20,0.0,0.0,0.0,0.0
20,48000,g25,0.0,0.0,0.0,0.0
20,48000,g30,0.0,0.0,0.0,0.0
20,48000,g35,1.1711961395964164e+16,8625290105317384.0,2.1963661692712532e+16,4.7545805404015656e+16
20,48000,g40,1.1552456346219806e+16,8494102049991303.0,2.1749242468775852e+16,4.729359125456983e+16
20,48000,g45,1.187132787920865e+16,8771447909696323.0,2.210493401064393e+16,4.743015184766743e+16
20,48000,g50,0.0,0.0,0.0,0.0
20,48000,g55,0.0,0.0,0.0,0.0
20,4900,g00,0.0,0.0,0.0,0.0
20,4900,g05,0.0,0.0,0.0,0.0
20,4900,g10,225377207675264.8,199986545659253.94,280377873890118.06,336354954881855.3
20,4900,g15,218327719931577.38,194095042542802.03,271012889670737.5,327005836291334.0
20,4900,g20,214245131014787.9,190563422421301.12,266423617159489.12,321425143461371.6
20,4900,g25,193580304313092.38,172389735554988.0,239567842560113.34,288860392875744.94
20,4900,g30,206498664799074.9,183836448202672.03,256494992632687.62,309524480182126.6
20,4900,g35,223778993959186.5,198627645982574.7,278572150555013.5,334808999241520.8
20,4900,g40,222051923449548.6,197160199232040.34,276021124345678.3,332854133930634.9
20,4900,g45,211649170628345.53,188270718808038.9,263052964720916.75,316527513407712.3
20,4900,g50,228738899317953.66,202679297060758.88,285008434544596.7,341198649052896.7
20,4900,g55,231274061430976.94,204674986693545.06,288451805292791.25,344122403832913.56
20,49000,g00,0.0,0.0,0.0,0.0
20,49000,g05,0.0,0.0,0.0,0.0
20,49000,g10,0.0,0.0,0.0,0.0
20,49000,g15,0.0,0.0,0.0,0.0
20,49000,g20,0.0,0.0,0.0,0.0
20,49000,g25,0.0,0.0,0.0,0.0
20,49000,g30,0.0,0.0,0.0,0.0
20,49000,g35,1.2014640548384958e+16,8845861689695453.0,2.253894246780829e+16,4.87952183887626e+16
20,49000,g40,1.1845982037225234e+16,8706214178313590.0,2.230790894571793e+16,4.852118784996163e+16
20,49000,g45,1.2197935806376018e+16,9011610850931102.0,2.2718068670965536e+16,4.874189221063242e+16
20,49000,g50,0.0,0.0,0.0,0.0
20,49000,g55,0.0,0.0,0.0,0.0
20,5000,g00,0.0,0.0,0.0,0.0
20,5000,g05,0.0,0.0,0.0,0.0
20,5000,g10,246930377007381.38,217594969977312.88,311157591544208.2,376947024260180.06
20,5000,g15,229552071719746.4,203191290630150.22,288395490383410.56,352235518788887.4
20,5000,g20,233691563175914.9,206818924208085.03,293503590978440.56,358650587471120.25
20,5000,g25,241041665493460.6,212834211862598.44,303252261592033.4,368994813730116.06
20,5000,g30,221058265206750.3,195745097493517.9,277300786344203.56,339942875579887.5
20,5000,g35,244355922210229.1,215543414033827.34,307586356766168.6,373864924486941.3
20,5000,g40,239280549624691.22,211373242477974.53,300653824734154.8,367114657941688.06
20,5000,g45,206597919236744.66,183014105217808.66,258632485501449.1,316855004845623.25
20,5000,g50,237625962008412.94,210017113924392.62,298393060052859.3,364352731370308.06
20,5000,g55,226720084768231.9,200665965988488.62,284151090114062.9,348401093889425.44
20,50000,g00,0.0,0.0,0.0,0.0
20,50000,g05,0.0,0.0,0.0,0.0
20,50000,g10,0.0,0.0,0.0,0.0
20,50000,g15,0.0,0.0,0.0,0.0
20,50000,g20,0.0,0.0,0.0,0.0
20,50000,g25,0.0,0.0,0.0,0.0
20,50000,g30,0.0,0.0,0.0,0.0
20,50000,g35,1.2464036833438416e+16,9206562434939072.0,2.322205998652683e+16,4.983930430117054e+16
20,50000,g40,1.2271677915443886e+16,9032106448668104.0,2.3033418871945396e+16,4.989067436105031e+16
20,50000,g45,1.2075997628133742e+16,8875844647301301.0,2.273003375092612e+16,4.938248775583745e+16
20,50000,g50,0.0,0.0,0.0,0.0
20,50000,g55,0.0,0.0,0.0,0.0
20,5100,g00,0.0,0.0,0.0,0.0
20,5100,g05,0.0,0.0,0.0,0.0
20,5100,g10,241883781710065.75,213146874950432.56,306618310202721.75,380745205171163.06
20,5100,g15,257049282033315.5,226024982530341.16,326228561238370.3,402510724054005.7
20,5100,g20,255401520942014.06,224626870465307.22,324413285576870.5,400801827595593.56
20,5100,g25,235287000580616.34,207505420864722.28,298135292278068.25,371253473957117.94
20,5100,g30,244796151766870.34,215720183571790.56,310052123548730.9,386255142532493.4
20,5100,g35,249308555145339.5,219604384065828.88,315669210320050.75,391567044419745.25
20,5100,g40,253354479481620.5,222953780127605.12,321213273755852.7,398565034648206.75
20,5100,g45,219087722433714.62,193217131294053.25,277319017875965.22,344961973272815.75
20,5100,g50,260480494212429.16,228734416835099.53,331043082202235.8,407831547242356.06
20,5100,g55,0.0,0.0,0.0,0.0
20,51000,g00,0.0,0.0,0.0,0.0
20,51000,g05,0.0,0.0,0.0,0.0
20,51000,g10,0.0,0.0,0.0,0.0
20,51000,g15,0.0,0.0,0.0,0.0
20,51000,g20,0.0,0.0,0.0,0.0
20,51000,g25,0.0,0.0,0.0,0.0
20,51000,g30,0.0,0.0,0.0,0.0
20,51000,g35,0.0,0.0,0.0,0.0
20,51000,g40,1.2587679098654316e+16,9263100726744328.0,2.3631176174635456e+16,5.1185046313695e+16
20,51000,g45,1.2367884547970426e+16,9087435058730084.0,2.3285941807228228e+16,5.059648180443574e+16
20,51000,g50,0.0,0.0,0.0,0.0
20,51000,g55,0.0,0.0,0.0,0.0
20,5200,g00,0.0,0.0,0.0,0.0
20,5200,g05,0.0,0.0,0.0,0.0
20,5200,g10,233162344791809.28,204647247385195.16,297839429313104.2,376300319569429.8
20,5200,g15,273519707899002.28,239466238832129.03,350246553555257.25,437771431781116.44
20,5200,g20,276679721035351.0,241950406074189.22,354945710681592.94,443150163096480.06
20,5200,g25,257434719560416.8,225821254102161.16,329389970942035.9,415418555098833.2
20,5200,g30,260288558273819.53,228539473762023.47,333369127701230.7,420046115536401.75
20,5200,g35,269482958585982.84,236161812386825.53,345450238175534.6,433120977093866.44
20,5200,g40,250372376660407.94,219750756360889.66,319720274188983.1,405357196632870.1
20,5200,g45,265148590139130.06,232669268238587.84,339298481714035.25,427169577196195.3
20,5200,g50,271686299414309.72,237934591160564.06,347594670118682.6,435642353605899.3
20,5200,g55,0.0,0.0,0.0,0.0
20,52000,g00,0.0,0.0,0.0,0.0
20,52000,g05,0.0,0.0,0.0,0.0
20,52000,g10,0.0,0.0,0.0,0.0
20,52000,g15,0.0,0.0,0.0,0.0
20,52000,g20,0.0,0.0,0.0,0.0
20,52000,g25,0.0,0.0,0.0,0.0
20,52000,g30,0.0,0.0,0.0,0.0
20,52000,g35,0.0,0.0,0.0,0.0
20,52000,g40,1.2846612929185384e+16,9450877257542328.0,2.413087362902128e+16,5.2294560420807176e+16
20,52000,g45,1.2599096230207022e+16,9254763400976380.0,2.3729117634050996e+16,5.157842571323544e+16
20,52000,g50,0.0,0.0,0.0,0.0
20,52000,g55,0.0,0.0,0.0,0.0
20,5300,g00,0.0,0.0,0.0,0.0
20,5300,g05,0.0,0.0,0.0,0.0
20,5300,g10,281152150238995.25,245659354313263.22,362954120329429.4,462340263244735.3
20,5300,g15,246827810121665.84,215787705592773.56,317985822846480.94,405898455887499.3
20,5300,g20,293745521302566.06,255851346863565.8,380302633420370.9,481075441589535.4
20,5300,g25,265263322540007.3,231904888574821.5,341739213616376.44,439444381390959.0
20,5300,g30,290024545261797.7,252914262737055.34,374889763379265.7,474634276420676.4
20,5300,g35,272772675971279.03,238356762444488.66,352208876882480.2,450422739800688.94
20,5300,g40,285640047717912.3,249317351542021.7,368924760583103.9,470033342762388.7
20,5300,g45,287897741471086.6,251222456964014.2,371986043748343.9,471952999982105.94
20,5300,g50,275949163380972.7,241250683948101.6,356549061240269.44,454452279292610.75
20,5300,g55,0.0,0.0,0.0,0.0
20,53000,g00,0.0,0.0,0.0,0.0
20,53000,g05,0.0,0.0,0.0,0.0
20,53000,g10,0.0,0.0,0.0,0.0
20,53000,g15,0.0,0.0,0.0,0.0
20,53000,g20,0.0,0.0,0.0,0.0
20,53000,g25,0.0,0.0,0.0,0.0
20,53000,g30,0.0,0.0,0.0,0.0
20,53000,g35,0.0,0.0,0.0,0.0
20,53000,g40,1.3158520863880384e+16,9677038801989890.0,2.4720432931213212e+16,5.358043680876234e+16
20,53000,g45,1.2884107553395592e+16,9461259742793646.0,2.427409083257688e+16,5.277615383925797e+16
20,53000,g50,0.0,0.0,0.0,0.0
20,53000,g55,0.0,0.0,0.0,0.0
20,5400,g00,0.0,0.0,0.0,0.0
20,5400,g05,0.0,0.0,0.0,0.0
20,5400,g10,292032652359818.5,254319306303375.06,380122347127326.0,491458805248140.94
20,5400,g15,302199238789198.1,262791148561816.78,394266354145827.9,506830162950503.8
20,5400,g20,297604144844480.2,259007209459777.16,387360191845960.75,500015459045117.0
20,5400,g25,310730922549273.06,269569289548389.5,405764439271947.94,519822164757349.0
20,5400,g30,307391876397381.3,266969764829126.5,400689007668587.1,514181006286817.94
20,5400,g35,305002063373355.25,265067867582583.4,397565896197152.5,511510003930056.25
20,5400,g40,281410002922596.2,244994367090898.6,365775479192579.94,475624799071748.9
20,5400,g45,288867470940006.2,251428341987159.22,375912775140882.44,487327561925916.0
20,5400,g50,261766711763980.5,227879269380787.38,339510140033068.6,442166889394759.75
20,5400,g55,0.0,0.0,0.0,0.0
20,54000,g00,0.0,0.0,0.0,0.0
20,54000,g05,0.0,0.0,0.0,0.0
20,54000,g10,0.0,0.0,0.0,0.0
20,54000,g15,0.0,0.0,0.0,0.0
